Census Year,Measure,Area Unit,Area Unit Code,Value,Value Unit,Value Label,Null Reason
2001,Median household income ($),Parakai Urban,Parakai Urban,28300,nzd,NZD,
2006,Median household income ($),Parakai Urban,Parakai Urban,36700,nzd,NZD,
2013,Median household income ($),Parakai Urban,Parakai Urban,38500,nzd,NZD,
2001,Median household income ($),Kaukapakapa Rural,Kaukapakapa Rural,50600,nzd,NZD,
2006,Median household income ($),Kaukapakapa Rural,Kaukapakapa Rural,70800,nzd,NZD,
2013,Median household income ($),Kaukapakapa Rural,Kaukapakapa Rural,86700,nzd,NZD,
2001,Median household income ($),Kaukapakapa,Kaukapakapa,51700,nzd,NZD,
2006,Median household income ($),Kaukapakapa,Kaukapakapa,61300,nzd,NZD,
2013,Median household income ($),Kaukapakapa,Kaukapakapa,81300,nzd,NZD,
2001,Median household income ($),Helensville South,Helensville South,58600,nzd,NZD,
2006,Median household income ($),Helensville South,Helensville South,74600,nzd,NZD,
2013,Median household income ($),Helensville South,Helensville South,94400,nzd,NZD,
2001,Median household income ($),Rewiti,Rewiti,54300,nzd,NZD,
2006,Median household income ($),Rewiti,Rewiti,73800,nzd,NZD,
2013,Median household income ($),Rewiti,Rewiti,89100,nzd,NZD,
2001,Median household income ($),Riverhead,Riverhead,72100,nzd,NZD,
2006,Median household income ($),Riverhead,Riverhead,95000,nzd,NZD,
2013,Median household income ($),Riverhead,Riverhead,114000,nzd,NZD,
2001,Median household income ($),Muriwai Beach,Muriwai Beach,50200,nzd,NZD,
2006,Median household income ($),Muriwai Beach,Muriwai Beach,69400,nzd,NZD,
2013,Median household income ($),Muriwai Beach,Muriwai Beach,85800,nzd,NZD,
2001,Median household income ($),Muriwai Valley,Muriwai Valley,47500,nzd,NZD,
2006,Median household income ($),Muriwai Valley,Muriwai Valley,68900,nzd,NZD,
2013,Median household income ($),Muriwai Valley,Muriwai Valley,89700,nzd,NZD,
2001,Median household income ($),Waitakere West,Waitakere West,56700,nzd,NZD,
2006,Median household income ($),Waitakere West,Waitakere West,68900,nzd,NZD,
2013,Median household income ($),Waitakere West,Waitakere West,94500,nzd,NZD,
2001,Median household income ($),Point Wells,Point Wells,30300,nzd,NZD,
2006,Median household income ($),Point Wells,Point Wells,42000,nzd,NZD,
2013,Median household income ($),Point Wells,Point Wells,55000,nzd,NZD,
2001,Median household income ($),Omaha,Omaha,29200,nzd,NZD,
2006,Median household income ($),Omaha,Omaha,52900,nzd,NZD,
2013,Median household income ($),Omaha,Omaha,74100,nzd,NZD,
2001,Median household income ($),Matakana,Matakana,32500,nzd,NZD,
2006,Median household income ($),Matakana,Matakana,53300,nzd,NZD,
2013,Median household income ($),Matakana,Matakana,62500,nzd,NZD,
2001,Median household income ($),Cape Rodney,Cape Rodney,39200,nzd,NZD,
2006,Median household income ($),Cape Rodney,Cape Rodney,50400,nzd,NZD,
2013,Median household income ($),Cape Rodney,Cape Rodney,58300,nzd,NZD,
2001,Median household income ($),Cape Rodney South,Cape Rodney South,37900,nzd,NZD,
2006,Median household income ($),Cape Rodney South,Cape Rodney South,53300,nzd,NZD,
2013,Median household income ($),Cape Rodney South,Cape Rodney South,67000,nzd,NZD,
2001,Median household income ($),Helensville,Helensville,35400,nzd,NZD,
2006,Median household income ($),Helensville,Helensville,46300,nzd,NZD,
2013,Median household income ($),Helensville,Helensville,51600,nzd,NZD,
2001,Median household income ($),Awaruku,Awaruku,60300,nzd,NZD,
2006,Median household income ($),Awaruku,Awaruku,82200,nzd,NZD,
2013,Median household income ($),Awaruku,Awaruku,97000,nzd,NZD,
2001,Median household income ($),Glamorgan,Glamorgan,55200,nzd,NZD,
2006,Median household income ($),Glamorgan,Glamorgan,73500,nzd,NZD,
2013,Median household income ($),Glamorgan,Glamorgan,92300,nzd,NZD,
2001,Median household income ($),Torbay,Torbay,53300,nzd,NZD,
2006,Median household income ($),Torbay,Torbay,70300,nzd,NZD,
2013,Median household income ($),Torbay,Torbay,83000,nzd,NZD,
2001,Median household income ($),Waiake,Waiake,56900,nzd,NZD,
2006,Median household income ($),Waiake,Waiake,75100,nzd,NZD,
2013,Median household income ($),Waiake,Waiake,92200,nzd,NZD,
2001,Median household income ($),Browns Bay,Browns Bay,50200,nzd,NZD,
2006,Median household income ($),Browns Bay,Browns Bay,63400,nzd,NZD,
2013,Median household income ($),Browns Bay,Browns Bay,76100,nzd,NZD,
2001,Median household income ($),Oaktree,Oaktree,57900,nzd,NZD,
2006,Median household income ($),Oaktree,Oaktree,75100,nzd,NZD,
2013,Median household income ($),Oaktree,Oaktree,87500,nzd,NZD,
2001,Median household income ($),Rothesay Bay,Rothesay Bay,58400,nzd,NZD,
2006,Median household income ($),Rothesay Bay,Rothesay Bay,80200,nzd,NZD,
2013,Median household income ($),Rothesay Bay,Rothesay Bay,97500,nzd,NZD,
2001,Median household income ($),Murrays Bay,Murrays Bay,64700,nzd,NZD,
2006,Median household income ($),Murrays Bay,Murrays Bay,87400,nzd,NZD,
2013,Median household income ($),Murrays Bay,Murrays Bay,107000,nzd,NZD,
2001,Median household income ($),Mairangi Bay,Mairangi Bay,60900,nzd,NZD,
2006,Median household income ($),Mairangi Bay,Mairangi Bay,83300,nzd,NZD,
2013,Median household income ($),Mairangi Bay,Mairangi Bay,98400,nzd,NZD,
2001,Median household income ($),Campbells Bay,Campbells Bay,79200,nzd,NZD,
2006,Median household income ($),Campbells Bay,Campbells Bay,100000,nzd,NZD,
2013,Median household income ($),Campbells Bay,Campbells Bay,126200,nzd,NZD,
2001,Median household income ($),Castor Bay,Castor Bay,70700,nzd,NZD,
2006,Median household income ($),Castor Bay,Castor Bay,93000,nzd,NZD,
2013,Median household income ($),Castor Bay,Castor Bay,114900,nzd,NZD,
2001,Median household income ($),Crown Hill,Crown Hill,54500,nzd,NZD,
2006,Median household income ($),Crown Hill,Crown Hill,73800,nzd,NZD,
2013,Median household income ($),Crown Hill,Crown Hill,98200,nzd,NZD,
2001,Median household income ($),Lake Pupuke,Lake Pupuke,48300,nzd,NZD,
2006,Median household income ($),Lake Pupuke,Lake Pupuke,65000,nzd,NZD,
2013,Median household income ($),Lake Pupuke,Lake Pupuke,82100,nzd,NZD,
2001,Median household income ($),Westlake,Westlake,34700,nzd,NZD,
2006,Median household income ($),Westlake,Westlake,47500,nzd,NZD,
2013,Median household income ($),Westlake,Westlake,61100,nzd,NZD,
2001,Median household income ($),Takapuna Central,Takapuna Central,57900,nzd,NZD,
2006,Median household income ($),Takapuna Central,Takapuna Central,80200,nzd,NZD,
2013,Median household income ($),Takapuna Central,Takapuna Central,93300,nzd,NZD,
2001,Median household income ($),Hauraki,Hauraki,54300,nzd,NZD,
2006,Median household income ($),Hauraki,Hauraki,76500,nzd,NZD,
2013,Median household income ($),Hauraki,Hauraki,97500,nzd,NZD,
2001,Median household income ($),Seacliffe,Seacliffe,44000,nzd,NZD,
2006,Median household income ($),Seacliffe,Seacliffe,62900,nzd,NZD,
2013,Median household income ($),Seacliffe,Seacliffe,81200,nzd,NZD,
2001,Median household income ($),Bayswater,Bayswater,53600,nzd,NZD,
2006,Median household income ($),Bayswater,Bayswater,69400,nzd,NZD,
2013,Median household income ($),Bayswater,Bayswater,94400,nzd,NZD,
2001,Median household income ($),Kaipatiki,Kaipatiki,48300,nzd,NZD,
2006,Median household income ($),Kaipatiki,Kaipatiki,63200,nzd,NZD,
2013,Median household income ($),Kaipatiki,Kaipatiki,74900,nzd,NZD,
2001,Median household income ($),Windy Ridge,Windy Ridge,49700,nzd,NZD,
2006,Median household income ($),Windy Ridge,Windy Ridge,68300,nzd,NZD,
2013,Median household income ($),Windy Ridge,Windy Ridge,79100,nzd,NZD,
2001,Median household income ($),Glenfield Central,Glenfield Central,44200,nzd,NZD,
2006,Median household income ($),Glenfield Central,Glenfield Central,56800,nzd,NZD,
2013,Median household income ($),Glenfield Central,Glenfield Central,70900,nzd,NZD,
2001,Median household income ($),Glenfield North,Glenfield North,48900,nzd,NZD,
2006,Median household income ($),Glenfield North,Glenfield North,57000,nzd,NZD,
2013,Median household income ($),Glenfield North,Glenfield North,72200,nzd,NZD,
2001,Median household income ($),Glendhu,Glendhu,50300,nzd,NZD,
2006,Median household income ($),Glendhu,Glendhu,64800,nzd,NZD,
2013,Median household income ($),Glendhu,Glendhu,78600,nzd,NZD,
2001,Median household income ($),Witheford,Witheford,55100,nzd,NZD,
2006,Median household income ($),Witheford,Witheford,68300,nzd,NZD,
2013,Median household income ($),Witheford,Witheford,84000,nzd,NZD,
2001,Median household income ($),Target Road,Target Road,49300,nzd,NZD,
2006,Median household income ($),Target Road,Target Road,61500,nzd,NZD,
2013,Median household income ($),Target Road,Target Road,72100,nzd,NZD,
2001,Median household income ($),Forrest Hill,Forrest Hill,48000,nzd,NZD,
2006,Median household income ($),Forrest Hill,Forrest Hill,61200,nzd,NZD,
2013,Median household income ($),Forrest Hill,Forrest Hill,72200,nzd,NZD,
2001,Median household income ($),Sunnynook,Sunnynook,51000,nzd,NZD,
2006,Median household income ($),Sunnynook,Sunnynook,62700,nzd,NZD,
2013,Median household income ($),Sunnynook,Sunnynook,75500,nzd,NZD,
2001,Median household income ($),Monarch Park,Monarch Park,53600,nzd,NZD,
2006,Median household income ($),Monarch Park,Monarch Park,68500,nzd,NZD,
2013,Median household income ($),Monarch Park,Monarch Park,83300,nzd,NZD,
2001,Median household income ($),Sunnybrae,Sunnybrae,41100,nzd,NZD,
2006,Median household income ($),Sunnybrae,Sunnybrae,53400,nzd,NZD,
2013,Median household income ($),Sunnybrae,Sunnybrae,66000,nzd,NZD,
2001,Median household income ($),Albany,Albany,59400,nzd,NZD,
2006,Median household income ($),Albany,Albany,66900,nzd,NZD,
2013,Median household income ($),Albany,Albany,81900,nzd,NZD,
2001,Median household income ($),Fairview,Fairview,53300,nzd,NZD,
2006,Median household income ($),Fairview,Fairview,47200,nzd,NZD,
2013,Median household income ($),Fairview,Fairview,83800,nzd,NZD,
2001,Median household income ($),Northcross,Northcross,47500,nzd,NZD,
2006,Median household income ($),Northcross,Northcross,53900,nzd,NZD,
2013,Median household income ($),Northcross,Northcross,65800,nzd,NZD,
2001,Median household income ($),Unsworth Heights,Unsworth Heights,61700,nzd,NZD,
2006,Median household income ($),Unsworth Heights,Unsworth Heights,77400,nzd,NZD,
2013,Median household income ($),Unsworth Heights,Unsworth Heights,87000,nzd,NZD,
2001,Median household income ($),Pinehill,Pinehill,57200,nzd,NZD,
2006,Median household income ($),Pinehill,Pinehill,69600,nzd,NZD,
2013,Median household income ($),Pinehill,Pinehill,78400,nzd,NZD,
2001,Median household income ($),Windsor Park,Windsor Park,45400,nzd,NZD,
2006,Median household income ($),Windsor Park,Windsor Park,41000,nzd,NZD,
2013,Median household income ($),Windsor Park,Windsor Park,54300,nzd,NZD,
2001,Median household income ($),North Harbour West,North Harbour West,71900,nzd,NZD,
2006,Median household income ($),North Harbour West,North Harbour West,92300,nzd,NZD,
2013,Median household income ($),North Harbour West,North Harbour West,101200,nzd,NZD,
2001,Median household income ($),North Harbour East,North Harbour East,60900,nzd,NZD,
2006,Median household income ($),North Harbour East,North Harbour East,67700,nzd,NZD,
2013,Median household income ($),North Harbour East,North Harbour East,72800,nzd,NZD,
2001,Median household income ($),Long Bay,Long Bay,60000,nzd,NZD,
2006,Median household income ($),Long Bay,Long Bay,75800,nzd,NZD,
2013,Median household income ($),Long Bay,Long Bay,88200,nzd,NZD,
2001,Median household income ($),Paremoremo East,Paremoremo East,66800,nzd,NZD,
2006,Median household income ($),Paremoremo East,Paremoremo East,87600,nzd,NZD,
2013,Median household income ($),Paremoremo East,Paremoremo East,100500,nzd,NZD,
2001,Median household income ($),Greenhithe,Greenhithe,74700,nzd,NZD,
2006,Median household income ($),Greenhithe,Greenhithe,98400,nzd,NZD,
2013,Median household income ($),Greenhithe,Greenhithe,119300,nzd,NZD,
2001,Median household income ($),Narrow Neck,Narrow Neck,48000,nzd,NZD,
2006,Median household income ($),Narrow Neck,Narrow Neck,70200,nzd,NZD,
2013,Median household income ($),Narrow Neck,Narrow Neck,87800,nzd,NZD,
2001,Median household income ($),Mt Victoria,Mt Victoria,57000,nzd,NZD,
2006,Median household income ($),Mt Victoria,Mt Victoria,82000,nzd,NZD,
2013,Median household income ($),Mt Victoria,Mt Victoria,100200,nzd,NZD,
2001,Median household income ($),Stanley Bay,Stanley Bay,69500,nzd,NZD,
2006,Median household income ($),Stanley Bay,Stanley Bay,100000,nzd,NZD,
2013,Median household income ($),Stanley Bay,Stanley Bay,123900,nzd,NZD,
2001,Median household income ($),Ocean View,Ocean View,44900,nzd,NZD,
2006,Median household income ($),Ocean View,Ocean View,59400,nzd,NZD,
2013,Median household income ($),Ocean View,Ocean View,72400,nzd,NZD,
2001,Median household income ($),Tuff Crater,Tuff Crater,36800,nzd,NZD,
2006,Median household income ($),Tuff Crater,Tuff Crater,48800,nzd,NZD,
2013,Median household income ($),Tuff Crater,Tuff Crater,59000,nzd,NZD,
2001,Median household income ($),Northcote South,Northcote South,62100,nzd,NZD,
2006,Median household income ($),Northcote South,Northcote South,83200,nzd,NZD,
2013,Median household income ($),Northcote South,Northcote South,94900,nzd,NZD,
2001,Median household income ($),Beachhaven North,Beachhaven North,42700,nzd,NZD,
2006,Median household income ($),Beachhaven North,Beachhaven North,54800,nzd,NZD,
2013,Median household income ($),Beachhaven North,Beachhaven North,72700,nzd,NZD,
2001,Median household income ($),Beachhaven South,Beachhaven South,54700,nzd,NZD,
2006,Median household income ($),Beachhaven South,Beachhaven South,73200,nzd,NZD,
2013,Median household income ($),Beachhaven South,Beachhaven South,88200,nzd,NZD,
2001,Median household income ($),Birkdale North,Birkdale North,46000,nzd,NZD,
2006,Median household income ($),Birkdale North,Birkdale North,58100,nzd,NZD,
2013,Median household income ($),Birkdale North,Birkdale North,73400,nzd,NZD,
2001,Median household income ($),Birkdale South,Birkdale South,45500,nzd,NZD,
2006,Median household income ($),Birkdale South,Birkdale South,60000,nzd,NZD,
2013,Median household income ($),Birkdale South,Birkdale South,79300,nzd,NZD,
2001,Median household income ($),Kauri Park,Kauri Park,55200,nzd,NZD,
2006,Median household income ($),Kauri Park,Kauri Park,72700,nzd,NZD,
2013,Median household income ($),Kauri Park,Kauri Park,86600,nzd,NZD,
2001,Median household income ($),Chelsea,Chelsea,66300,nzd,NZD,
2006,Median household income ($),Chelsea,Chelsea,81500,nzd,NZD,
2013,Median household income ($),Chelsea,Chelsea,99000,nzd,NZD,
2001,Median household income ($),Birkenhead East,Birkenhead East,61300,nzd,NZD,
2006,Median household income ($),Birkenhead East,Birkenhead East,78800,nzd,NZD,
2013,Median household income ($),Birkenhead East,Birkenhead East,97500,nzd,NZD,
2001,Median household income ($),Henderson North,Henderson North,32500,nzd,NZD,
2006,Median household income ($),Henderson North,Henderson North,41200,nzd,NZD,
2013,Median household income ($),Henderson North,Henderson North,44700,nzd,NZD,
2001,Median household income ($),Henderson South,Henderson South,34900,nzd,NZD,
2006,Median household income ($),Henderson South,Henderson South,46900,nzd,NZD,
2013,Median household income ($),Henderson South,Henderson South,56000,nzd,NZD,
2001,Median household income ($),Tangutu,Tangutu,45900,nzd,NZD,
2006,Median household income ($),Tangutu,Tangutu,55700,nzd,NZD,
2013,Median household income ($),Tangutu,Tangutu,68000,nzd,NZD,
2001,Median household income ($),Woodglen,Woodglen,41700,nzd,NZD,
2006,Median household income ($),Woodglen,Woodglen,53600,nzd,NZD,
2013,Median household income ($),Woodglen,Woodglen,67400,nzd,NZD,
2001,Median household income ($),Glen Eden East,Glen Eden East,39800,nzd,NZD,
2006,Median household income ($),Glen Eden East,Glen Eden East,48300,nzd,NZD,
2013,Median household income ($),Glen Eden East,Glen Eden East,58500,nzd,NZD,
2001,Median household income ($),New Lynn North,New Lynn North,32500,nzd,NZD,
2006,Median household income ($),New Lynn North,New Lynn North,42400,nzd,NZD,
2013,Median household income ($),New Lynn North,New Lynn North,54500,nzd,NZD,
2001,Median household income ($),New Lynn South,New Lynn South,34600,nzd,NZD,
2006,Median household income ($),New Lynn South,New Lynn South,45600,nzd,NZD,
2013,Median household income ($),New Lynn South,New Lynn South,58300,nzd,NZD,
2001,Median household income ($),Lynnmall,Lynnmall,37400,nzd,NZD,
2006,Median household income ($),Lynnmall,Lynnmall,40200,nzd,NZD,
2013,Median household income ($),Lynnmall,Lynnmall,45900,nzd,NZD,
2001,Median household income ($),Fruitvale,Fruitvale,31600,nzd,NZD,
2006,Median household income ($),Fruitvale,Fruitvale,44700,nzd,NZD,
2013,Median household income ($),Fruitvale,Fruitvale,59400,nzd,NZD,
2001,Median household income ($),Rewarewa,Rewarewa,38400,nzd,NZD,
2006,Median household income ($),Rewarewa,Rewarewa,50000,nzd,NZD,
2013,Median household income ($),Rewarewa,Rewarewa,64100,nzd,NZD,
2001,Median household income ($),Glendene North,Glendene North,45800,nzd,NZD,
2006,Median household income ($),Glendene North,Glendene North,56100,nzd,NZD,
